Listing Number	Street Number	Street Number Modifier	Street Direction	Street Name	Street Suffix	Street Post Direction	Unit	City	State	Agent Only Remarks	Taxes Annual	APN	Appliances That Stay	Architecture Desc	Area	Basement	Bathrooms	Bedrooms	Builder	Building Condition	Building Information	Bus Line Nearby	BBC Comments	Commission	Contingent Date	County	Current Price	Directions	CDOM	DOM	Entry Date	Energy Source	Exterior	Financing	Finished Sqft	Fireplaces Total	Floor Covering	Foundation	Heating Cooling Type	Inactive Date	Interior Features	Matrix Modified DT	Last Price Change Date	Leased Equipment	Legal Description	Listing Agent ID	Listing Agent Full Name	Listing Agent Cellular	Co Listing Agent ID	Co Listing Agent Full Name	Co Listing Agent Cellular	Co Listing Office ID	Co Listing Office Name	Co Listing Office Phone	Co Selling Office Name	Co Selling Office Phone	Listing Date	Listing Office ID	Listing Office Name	Listing Office Phone	Listing Price	Lot Details	Lot Dimensions	Lot Measurement	Lot Number	Lot SqFt	Lot Topography	Manu. Home Manufacturer	Manu. Home Model No.	Manu. Home Serial No.	Map Book	Map X Coordinate	Map Y Coordinate	Map Page	Marketing Remarks	New Construction State	Occupant Name	Occupant Type	Original Price	Owner Name	Owner Name 2	Owners City State	Parking Type	Pending Date	Phone to Show Number	Photographer Instructions	Picture Provided By	Photo Count	Pool Type	Possession	Potential Terms	Power Company	Preliminary Title Ordered	Property Sub Type	Publish to Internet	Roof	School District	Selling Date	Selling Agent ID	Selling Agent Full Name	Selling Agent Cellular	Selling Office ID	Selling Office Name	Selling Office Phone	Selling Price	Senior Exemption	Sewer Company	Sewer Type	Show Addressto Public	Show Map Link	Showing Information	Showing Instructions	Site Features	Square Footage Source	Square Footage	Contractual Date	Status	Style Code	Subdivision	Tax Year	Parking Covered Total	Total Useable Rooms	Square Footage Unfinished	View	Virtual Tour URL	Water Company	Water Heater Location	Water Heater Type	Water	Waterfront	Waterfront Footage	Year Built	Zip Code	Bank or REO	Third Party Approval Required	Status Change Date	Association Dues	Building Complex Or Project Name	Sale Type 
780756	13006			159th	St	E		Puyallup	WA	Call PTS for appointment- if no answer call listing broker. Lock box. Ticor Title-Puyallup, Dani	$2398.00	6022870250	Dishwasher(s), Range/Oven		88 - Puyallup	None	2.5	3		Good	Built On Lot			3%		Pierce	$187000.00	South on 122nd Ave E, East on Sunrise Pkwy E, Right on 132nd Ave E, Right on 159th St E, House on the left.	6	6	5/5/2015 1:40:42 PM	Electric, Natural Gas	Wood Products	FHA	1394	0	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Walk-in Closet	6/29/2015 11:37:20 AM	6/29/2015 11:37:20 AM			99955	John Waterman	(253) 670-5401									5/5/2015 12:00:00 AM	905	John L. Scott, Inc.	(253) 841-7000	$179950.00	Dead End Street, Paved Street				3973	Level								Welcome to Sunrise! Perfect for First-Time Buyer, or downsizing. It offers 3 bedrooms, 2.5 bathrooms and a tandem 2 car garage. Enjoy the back deck that is adjacent to a Greenbelt. Great for barbecuing! Walking distance to a Community Park and playground. Newly painted, inside and out.		Dalles & Leanna	Owner	$179950.00	Dalles Christian	Leanna Christian	Puyallup, WA	Garage-Attached	5/15/2015 12:00:00 AM	(253) 278-7799			5		See Remarks	Cash Out, Conventional, FHA, VA		False	Residential	True	Composition	Puyallup	6/25/2015 12:00:00 AM	97540	Karen Buckley	(206) 679-6262	1048	Coldwell Banker Bain	(253) 850-5000	$187000.00	False		Sewer Connected	True	True	Appointment, MLS Keybox		Cable TV, Deck, Gas Available, High Speed Internet	Realist	1394	6/25/2015 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2014	2		0						Public			2000	98374	False	None	2015-06-29	46		MLS
24070165	12820			159th	St	E		Puyallup	WA		$2300.00	6022870390	Dishwasher(s), Garbage Disposal, Range/Oven	Contemporary	88 - Puyallup	None	2.5	3		Very Good	Built On Lot	True		3		Pierce	$184230.00	South on Meridian,L. on 152nd,R.on 122nd,L. on Sunrise Parkway,R. on 130th,R. on 158th & follow around to R. on 159th on L.	67	67	5/21/2004 12:00:00 AM	Natural Gas	Wood, Wood Products	Conventional	1504	1	Hardwood, See Remarks, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Skylights, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	9/2/2004 11:51:50 AM	9/2/2004 12:00:00 AM		Will be available with form 17 and prelim. title. Please use Chicago Title & Escrow in Kent.	24652	Mara Heiman	(206) 940-3438									5/20/2004 12:00:00 AM	3647	John L. Scott-KMS Kent	(253) 852-9200	$180000.00	Cul-de-sac, Curbs, Open Space, Paved Street, Secluded, Sidewalk		Square Feet		4510	Level				Thomas Brothers	F	4	865	Gorgeous Sunrise home with Upgrades Galore in this Affordable 2 Story home. 3 Bedrooms, 2.5 baths, Walk-in Closet, Pergo Floors on Main level, Quality Carpets Throughout. Located on a Quiet Cul-de-dac. Very private and backs to a large Greenbelt. Call for a showing today!!! Home comes with a 1 year Home Warranty!		Vacant	Vacant	$183450.00	Wellner		Puyallup, WA	Garage-Attached	8/4/2004 12:00:00 AM			Agent	1		See Remarks	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	8/31/2004 12:00:00 AM				3647	John L. Scott-KMS Kent	(253) 852-9200	$184230.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Patio, RV Parking	Seller/Tax records are wrong	1504	8/31/2004 12:00:00 AM	Sold	12 - 2 Story		2004	2	3	0	See Remarks, Territorial		Tacoma Utilities	Gas/Garage	Gas/Garage	Public			2000	98374	False	None	2004-09-02	15		MLS
24050180	12822			159	St	E		Puyallup	WA	Cold Show!! Call & show.  Friendly dog 'Jake' may be in backyard but separate contained area. Bring those picky buyers=easy sale! Special addendum required. Seller must designate title & escrow. Sellers prefer close 6/30 or after or rent back.	$2113.00	6022870380	Dishwasher(s), Garbage Disposal, Range/Oven	Craftsman	88 - Puyallup	None	2.5	3		Very Good	Built On Lot	True		3		Pierce	$184000.00	From Sunrise Parkway turn South on 130th right on 158th and follow around to right on 159th to home on left.	5	5	4/16/2004 12:00:00 AM	Natural Gas	Cement/Concrete	FHA	1536	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Security System, Walk-in Pantry, Walk-in Closet	7/1/2004 11:16:41 AM	7/1/2004 12:00:00 AM		Call agent for copy to attach	76774	Doris Hartig	(253) 797-0977									4/16/2004 12:00:00 AM	3310	Prudential Northwest Realty	(253) 854-9400	$182000.00	Cul-de-sac, Curbs, Open Space, Paved Street, Secluded, Sidewalk		Square Feet	38	4548	Level				Thomas Brothers	F	4	865	Come watch the wild-life in your own backyard. From the 2-story entry and gleaming hardwoods throughout 1st floor, to the large patio and green-belt in the fenced backyard this home shines! Room to park boat or small trailer on either sideyard, just add gate. Currently one side used for dog run. Call your agent today, this is the one you've been waiting for!		Emily & Daniel	Owner	$182000.00	Fritts		Puyallup, WA	Garage-Attached	4/21/2004 12:00:00 AM	(253) 435-0791		Agent	1		See Remarks	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	6/30/2004 12:00:00 AM				9239	Gateway GMAC Real Estate	(253) 848-4556	$184000.00	False	Pierce Co	Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Dog Run, Fenced-Fully, Patio, RV Parking	appraisal	1536	6/30/2004 12:00:00 AM	Sold	12 - 2 Story		2003	2	3	0	See Remarks		Pierce Co	gas garage	gas garage	Public			2000	98374	False	None	2004-07-01	15	Northpoint	MLS
191007	12919			158th	St Ct	E		Puyallup	WA	This home is vacant and ready to show! Pacific Northwest T & E. Previous Buyer financing failed. Inspection was squeaky clean. 1 year Home Warranty! HOA have been paid through 2011!Thank you for showing...	$2608.00	602287-068-0	Dishwasher(s), Range/Oven, Refrigerator(s)	NW Contemporary	88 - Puyallup	None	2.5	4		Good	Built On Lot	True		**3**		Pierce	$183500.00	From Meridian, go East on 152nd St E right on 122nd Ave E left on Sunrise PkWy E right on 130th Ave E Right on 158th St Ct E. Arrived...	122	122	3/6/2011 8:24:56 PM	Electric, Natural Gas	Wood Products	FHA	1645	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Walk-in Closet	9/8/2011 11:18:51 AM	9/8/2011 11:18:51 AM			69682	Sheri Smukalla	(253) 797-2366	69679	Raina Pierce		1085	Coldwell Banker Danforth	(800) 945-4110			3/6/2011 12:00:00 AM	1085	Coldwell Banker Danforth	(800) 945-4110	$183950.00	Corner Lot, Curbs, Paved Street, Sidewalk			68	5620	Level				Thomas Brothers	F	4	865	Super clean~ beautifully cared for home on a corner lot. Hardwood entry with grand high ceiling. Warm paint colors~white six-panel doors and millwork throughout. Light & bright kitchen with lots of counter space, large eating bar & pull-out cabinet shelves. Your laundry room is conveniently placed upstairs. Master bedroom is roomy with master bath and complete with his & her closets. Just the right size low maintenance backyard with entertaining deck. You'll love this home! 1 year Home Warranty!		vacant	Vacant	$194000.00	Nocera		Pyallup, WA	Garage-Attached	7/28/2011 12:00:00 AM	(253) 797-2366			15		Closing	Cash Out, Conventional, FHA, USDA, VA	PSE	True	Residential	True	Composition	Puyallup	9/7/2011 12:00:00 AM	67277	Brian Solinsky	(253) 278-7857	9861	Keller Williams Realty Fed Way	(253) 835-4500	$183500.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox		Cable TV, Deck, Fenced-Fully, Gas Available, High Speed Internet	tax records	1645	9/7/2011 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2010	2		0	Mountain, Partial		City of Tacoma	garage		Public			2001	98374	False	None	2011-09-08	42	North Pointe	MLS
97896	12924			159th	St	E		Puyallup	WA	Title opened with Rainier #601319.  Friendly dog will be in backyard during the day.  If you show after 4pm or on the weekends owner will take her so you can walk the backyard.	$2479.00	6022870290	Dishwasher(s), Garbage Disposal, Range/Oven		88 - Puyallup	None	2.5	3		Very Good	Planned Unit Dev	True		3		Pierce	$182000.00	East on Sunrise Pkwy from 122nd, then right on 130th into Cambria, go right and follow to 159th - go left.  Property will be on the right.	28	28	7/2/2010 4:54:47 PM	Natural Gas	Cement Planked	FHA	1394		Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, High Tech Cabling, Walk-in Closet	9/9/2010 8:00:07 PM	9/9/2010 8:00:07 PM	None		28586	Joi Combs	(206) 240-8912									7/2/2010 12:00:00 AM	905	John L. Scott, Inc.	(253) 841-7000	$183950.00	Dead End Street, Paved Street, Sidewalk			29	3865	Level				Thomas Brothers	F	4	865	Beautiful 3bd/2.5 bath home welcomes you with hardwood entry & open floorplan.  While spending time in the open and bright kitchen you can view the greenbelt from the garden window. Kitchen has plenty of counter space for all your entertaining. Large master with private bath & walk-in closet.  Laundry located upstairs. Fully fenced yard with large patio and backs to a greenbelt. Built in 2000 - original owner. 2 car attached tandem garage. Clubhouse with playground, tennis and basketball courts.		Beasley	Owner	$183950.00	Beasley		Puyallup, WA	Garage-Attached	7/30/2010 12:00:00 AM	(206) 390-8859			15		Negotiable	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	9/9/2010 12:00:00 AM	42558	Angel Lessard	(253) 307-0102	9239	Gateway GMAC Real Estate	(253) 848-4556	$182000.00	False	Pierce County Public Works	Sewer Connected	True	True	MLS Keybox, Owner-Call First		Athletic Court, Cable TV, Fenced-Fully, High Speed Internet, Patio	County Records	1394	9/9/2010 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2010	2		0	Territorial	http://www.photodex.com/share/joikcombs	Tacoma Public Works	Garage	Gas	Public			2000	98374	False	None	2010-09-09	43	Cambria	MLS
28197361	15820			129th	Ave	E		Puyallup	WA	Bank owned Slr direct Title & Escrow Slr addendums. Sold as-is Fax P&S w/Countrywide Prequal to 866-743-3485. (buyer may finance anywhere) Because this is bank owned may be issue receiveing SOC if agent is buyer	$2785.00	6022870590			88 - Puyallup	None	2	3			Built On Lot	True	see remarks	3%		Pierce	$182000.00	From Meridian take Sunrise Pkwy (176th) East turn left (north) on 122nd then right on Sunrise Parkway right on 130th right on 158th street bends to left last home on right.	25	25	12/19/2008 12:00:00 AM	Natural Gas	Wood Products	FHA	1373	0	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Vaulted Ceilings	1/28/2009 3:53:19 PM	1/28/2009 12:00:00 AM			679	James Clifford	(253) 732-9400									12/18/2008 12:00:00 AM	1305	ERA Premier Realty Associates	(253) 826-7500	$184900.00	Corner Lot, Dead End Street, Paved Street, Sidewalk		Acres		8712	Level				Thomas Brothers	E	4	865	Great place to live this 3 bedroom rambler with large open great room concept gives you the feeling of lots of extra space with vaulted ceilings. If you are looking for quality at an affordable price in good location take a look at this home.		Vacant	Vacant	$184900.00	Owner of Record		Out of State	Garage-Attached	1/12/2009 12:00:00 AM				7		Closing	Cash Out, Conventional, See Remarks	Puget Sound Energy	True	Residential	True	Composition	Puyallup	1/23/2009 12:00:00 AM	28802	Jodi Davis-Ausbun	(253) 381-5387	922	John L. Scott Puy/Canyon Rd.	(253) 536-5600	$182000.00	False	Pierce County	Sewer Connected	True	True	Other Keybox, See Remarks, Vacant	Other Keybox,Vacant,See Remarks	Cable TV, Gas Available	county records	1373	1/23/2009 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2008	2	3	0						Public			2000	98374	False	None	2009-01-28	0		MLS
23158835	12728			159TH	St	E		Puyallup	WA	This home looks brand new!! Just leave mess. and show!!	$2117.00	6022870440	Dishwasher(s), Microwave(s), Range/Oven		88 - Puyallup		2.5	4		Very Good	Built On Lot			2.5		Pierce	$181500.00	S. ON MERIDIAN, L ON 152ND, R ON 122ND, L ON SUNRISE PKWY, R ON 130TH, R ON 158TH TURNS INTO 129TH, R ON 159TH!!	4	4	12/10/2003 12:00:00 AM	Natural Gas	Wood	Conventional	1646	1	Hardwood, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Skylights	1/25/2004 2:28:07 PM	1/25/2004 12:00:00 AM			63045	Steve Jones										12/9/2003 12:00:00 AM	1085	Coldwell Banker Danforth	(800) 945-4110	$181500.00	Cul-de-sac, Paved Street, Secluded		Square Feet		5816	Level, Wooded				Thomas Brothers	F	4	865	Wow!! This home is IMMACULATE!! Gorgeous Sunrise home with $8,000 in upgrades. Including pergo in kitchen and entry, gas fireplace, carpets,  skylights, & upgraded master bath. The private backyard sets this home apart as its the largest in Sunrise, very private and backed by greenbelt. Your buyers will love it!!		SAME	Owner	$181500.00	DAVE  POTTER		SAME	Garage-Attached	12/13/2003 12:00:00 AM	(253) 377-4063		Photographer	1		See Remarks	Cash Out, Conventional, FHA		False	Residential	True	Composition	Puyallup	1/22/2004 12:00:00 AM				921	Windermere Puyallup Canyon Rd	(253) 435-5500	$181500.00	False		Sewer Connected	True	True	Appointment, MLS Keybox, Owner-Call First	Appointment,MLS Keybox,Owner-Call First	Cable TV, Fenced-Partially		1646	1/22/2004 12:00:00 AM	Sold	12 - 2 Story		2002	2	4	0						Community			2000	98374	False	None	2004-01-25	0		MLS
722913	12712			159th	St	E		Puyallup	WA	Call Listing Agent prior to showing home. 360-349-7940.	$2595.00	6022870490	Dishwasher(s), Dryer(s), Garbage Disposal, Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	3		Good	Built On Lot			3		Pierce	$180000.00	From Sunrise Parkway East, turn right on 158th then right on 159th.	138	36	12/8/2014 3:48:56 PM	Electric, Natural Gas	Wood	VA	1576	0		Poured Concrete	Forced Air			2/20/2015 4:26:30 PM	2/20/2015 4:26:30 PM			69286	Kyle Graham										12/8/2014 12:00:00 AM	9249	Dove Realty, Inc.	(253) 565-3683 x2307	$189900.00	Dead End Street, Paved Street				5314	Level, Partial Slope								Not a short sale! Come take a look at this move in ready home. It is waiting for its new owners to come in & add their personal touch. Home features a lg kitchen w/bar that is connected to living rm for that great open living feeling. Home has a soaring entry way w/staircase to the left. Upstairs is the laundry w/the 3 bdrms. The master bedroom suite features a very lg walk-in closet w/dual vanity. The other two bdrms are good sized. Home has deck on the back & big backyard. Attached 2-car gar.		N/A	Vacant	$189900.00	Schulthess		Madisonville, LA	Garage-Attached	1/12/2015 12:00:00 AM	(360) 349-7940			19		Closing	Cash Out, Conventional, FHA, State Bond, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	2/20/2015 12:00:00 AM	99834	Breanna Wilder	(425) 453-7000	5625	RE/MAX Eastside Brokers, Inc.	(425) 453-7000	$180000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Vacant		Cable TV, Fenced-Partially	Public Records	1576	2/20/2015 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2014	2		0	Territorial		Pierce County			Community			2000	98374	False	None	2015-02-20			MLS
24041296	15811			131st	Ave	E		Puyallup	WA	Call listing agent for showing 3/31/04-4/4/04. After 4/5/04 no appt needed. Agent Denise Mackeda 770-4468.	$2222.00	6022870100	Dishwasher(s), Dryer(s), Microwave(s), Range/Oven, Refrigerator(s), Washer(s)	Contemporary	87 - Puyallup		2.5	3		Very Good	Built On Lot			2.5		Pierce	$180000.00	S on Meridian, left on 152nd St E, rt on 122nd Ave E, left into Sunrise. Right on First Subdivision Cambria.	15	15	3/31/2004 12:00:00 AM	Electric, Natural Gas	Wood Products	Conventional	1576	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	6/11/2004 10:11:34 AM	6/11/2004 12:00:00 AM	Dish	In listing file.	30524	Denise Mackeda										3/30/2004 12:00:00 AM	902	Windermere RE Puyallup, Inc	(253) 845-5900	$182000.00	Curbs, Paved Street, Sidewalk		Square Feet		4824	Garden Space, Level				Thomas Brothers	E	4	865	This lovely home is nestled in a great community of Sunrise. Sun flows into this roomy open 3 bd, 2.5 bth family home.The kitchen is well designed with brkfst bar,eating area and lg pantry.Some of the many wonderful features include white painted millwork,custom interior painting,beautiful lead glass front door and tiled back splash.Upstairs laundry room. All appliances stay. Vaulted ceiling and gas frplc.Relax in the fncd backyard or enjoy the community parks.Puyallup schools. A must see.		Same	Owner	$182000.00	Eric Witt		Puyallup, WA	Garage-Attached	4/14/2004 12:00:00 AM	(253) 770-4468		Agent	1		Negotiable	Conventional	PSE	True	Residential	True	Composition	Puyallup	6/8/2004 12:00:00 AM				905	John L. Scott, Inc.	(253) 841-7000	$180000.00	False	Pierce County	Sewer Connected	True	True	Call Listing Office, Pet in House	Call Listing Office,Pet in House	Cable TV, Fenced-Fully, Gas Available, Patio	Tax assessor	1576	6/8/2004 12:00:00 AM	Sold	12 - 2 Story		2004	2	4	0			Pierce			Public			2000	98374	False	None	2004-06-11	15	Sunrise - Cambria	MLS
23131387	15819			129th	Ave	E		Puyallup	WA	Prelim. Title/Escrow thru Fidelity/Puy. PLEASE call owner first so they can leave with dog & kids. Frige, washer & dryer are negotable with full price offer. Swing goes with seller. Show & Sell! Fax #253-841-9408. Taking BU offers-Call LA for details	$2198.00	6022870910	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, See Remarks	Craftsman	88 - Puyallup	None	2.5	4	Cambria	Good	Built On Lot	False	If LA is SA commission changes	2.5		Pierce	$178500.00	S on Meridian - L 152nd St - R 122nd Ave - L into Sunrise - R 130th Ave E - R 158th - L 129th Ave E - 3rd home on left #15819	28	28	9/24/2003 12:00:00 AM	Electric, Natural Gas	See Remarks	VA	1646	1	Hardwood, Vinyl, Wall to Wall Carpet		Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	11/14/2003 10:41:55 AM	11/14/2003 12:00:00 AM		In listing office	28762	Bobbi Jo Lundt	(253) 267-2815									9/24/2003 12:00:00 AM	922	John L. Scott Puy/Canyon Rd.	(253) 536-5600	$177900.00	Paved Street, Sidewalk		Acres		4356	Garden Space, Level				Thomas Brothers	F	4	865	Very desirable 2 story Craftsman style home in Sunrise Community built in 2000 by Cambria Homes. This beautiful home has hardi-plank siding, custom blinds, ceiling fans in all bdrms, 4th bdrm or den is wired for cable tv & phone jack, shelving in garage & fully fenced yard great for kids and or pets. Extra amenities are tennis courts, play ground, Sunrise clubhouse & well lit sidewalks great for jogging or evening walks! Come see your new home today!		Jessica & Craig Stovall	Owner	$177900.00	Jessica & Craig Stovall		Puyallup, WA	Garage-Attached	10/23/2003 12:00:00 AM	(253) 445-2931		Agent	1		See Remarks	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	11/12/2003 12:00:00 AM				9259	RE2K.com	(877) 773-2500	$178500.00	False	Pierce County Sewer	Sewer Connected	True	True	MLS Keybox, Owner-Call First, Pet in House, See Remarks	MLS Keybox,Owner-Call First,Pet in House,See Remarks	Cable TV, Fenced-Fully, Gas Available	Tax Assessor	1646	11/12/2003 12:00:00 AM	Sold	12 - 2 Story		2003	2	4	0	Mountain, Partial		Tacoma Public Utilities	Gas/Garage	Gas/Garage	Public			2000	98374	False	None	2003-11-14	15	Cambria	MLS
23128669	15802			129th	Ave	E		Puyallup	WA	Ticor Title & Escrow (Order#    ).Owner occupied. No lockbox. Owner home with new baby. Call for appointments.	$2275.00	6022870630	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)	Contemporary	88 - Puyallup	None	2	3		Very Good	Built On Lot	False		3		Pierce	$177900.00	Meridian to 152nd,east on 152nd,right on 122nd Ave,left on Sunrise Blvd,right into community.	61	61	9/18/2003 12:00:00 AM	Natural Gas	Wood	Conventional	1542	1	Ceramic Tile, Hardwood, Wall to Wall Carpet	Slab	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	1/6/2004 11:44:01 PM	1/6/2004 12:00:00 AM	None	Full legal on file in listing office.	26015	Joseph Zunno	(253) 732-1464									9/18/2003 12:00:00 AM	9239	Gateway GMAC Real Estate	(253) 848-4556	$177900.00	Cul-de-sac, Paved Street		Acres		6098	Level				Thomas Brothers	F	4	865	Beautiful home located in Sunrise. Lots of extras: crown moulding, custom paint, tile & hardwoods.Beautiful home in nice, quiet neighborhood in Puyallup School District		Mitchell	Owner	$179900.00	Mitchell		Puyallup, WA	Garage-Attached	11/18/2003 12:00:00 AM	(253) 446-0553		Agent	1		See Remarks	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	1/5/2004 12:00:00 AM				9273	John L. Scott University Place	(253) 565-1010	$177900.00	False		Sewer Connected	True	True	Appointment, Owner-Call First	Appointment,Owner-Call First	Cable TV, Deck, Gas Available	County	1542	1/5/2004 12:00:00 AM	Sold	10 - 1 Story		2004	2	3	0	Territorial			Gas  Garage	Gas  Garage	Public			2000	98374	False	None	2004-01-06	0	Sunrise	MLS
29113587	12817			159th	St	E		Puyallup	WA	Bank owned Slr direct title & escrow Slr addendum fax P&S w/Bank of America Hm Ln prequal buyer may finance anywhere. Free appr& credit Report if financed through B of A. Special VA vendee financing available.all cash need proof of funds.	$2656.00	6022			88 - Puyallup	None	2.5	4			Built On Lot	True	see remarks	3%		Pierce	$177500.00	From S Meridian at 176th go East on Sunrise Parkway follow as it circles around to go east then turn left on 130th (goind south) right on 158th, left on 129th rith on 159th home on right in bulb	79	79	8/7/2009 12:00:00 AM	Electric, Natural Gas	Wood Products	VA	1646	1	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Dbl Pane/Storm Windw	11/30/2009 2:00:00 PM	11/30/2009 12:00:00 AM			679	James Clifford	(253) 732-9400									8/7/2009 12:00:00 AM	1305	ERA Premier Realty Associates	(253) 826-7500	$180900.00	Paved Street, Sidewalk		Acres		4356	Level				Thomas Brothers	F	4	865	Looking for a home that gives you all the space and rooms you need and want, is well built with updated kitchen and bathrooms plus is priced at where you can really afford it then get right over to this home now. Very minor repairs needed to obtain FHA financing use FHA rehab		Vacant	Vacant	$192900.00	Department of Veterans affairs		Out of State	Garage-Attached	10/25/2009 12:00:00 AM				15		Closing	Cash Out, Conventional, Owner Financing, Rehab Loan, See Remarks	Puget Sound Energy	True	Residential	True	Composition	Puyallup	11/23/2009 12:00:00 AM	36210	SaltsKathy Fancher	(253) 677-9893	905	John L. Scott, Inc.	(253) 841-7000	$177500.00	False	Puget Sound Energy	Sewer Connected	True	True	MLS Keybox, Other Keybox, See Remarks, Vacant	MLS Keybox,Other Keybox,Vacant,See Remarks	Deck	county records	1646	11/23/2009 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2009	2	4	0			Tacoma Public Utilities	garage	garage	Public			2000	98374	True	None	2009-11-30	0		MLS
553856	12903			158th	St Ct	E		Puyallup	WA	"*Short Sale negotiated by CDPE Broker*  1 Lien Holder, documents are in just need an offer! NEXT Title & Escrow Order# NXWA-0116416    Please use all attached docs for offers."	$2527.00	6022870640	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s)		88 - Puyallup	None	2.5	3	Cambria Homes	Average	Built On Lot	True	3% if Lien Holder Approves it!	2.5%		Pierce	$175000.00	From Meridian, LEFT on 152nd (Headed EAST), Then RIGHT on 122nd Ave E and then LEFT onto Sunrise Blvd take a RIGHT on 130th Ave E (Cambria) RIGHT on 158th St Ct E to home.	28	28	10/10/2013 10:44:08 AM	Natural Gas	Cement Planked, Wood Products	Cash	1576	1	Hardwood, Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air			6/8/2014 9:14:57 AM	6/8/2014 9:14:57 AM	None		14623	Eric Shull	(253) 297-2242									10/10/2013 12:00:00 AM	2768	John L. Scott Puyallup S Hill	(253) 268-3500	$179950.00	Curbs, Paved Street, Sidewalk			64	5663	Level, Partial Slope, Sloped				Thomas Brothers	F	4	865	Charming home in one of Puyallup's best neighborhoods is now available. This wonderful house features 3 Bedrooms, 2.5 Baths, hardwood entry, crown molding, a large master bedroom, laundry room upstairs, a cozy gas fireplace for those cold winter nights and a nicely fenced and landscaped backyard.  All this and near a lovely community park with tennis court, basketball court and clubhouse.  WHAT a peaceful area! A whole bunch of house for the money... you won't be disappointed.		VACANT	Vacant	$179950.00	Eric & Tasha Hokenson		Anchorage, Alaska	Garage-Attached	11/7/2013 12:00:00 AM	(000) 000-0000			20		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	6/6/2014 12:00:00 AM	88244	Paul M. Lee		1722	Dimension Properties	(206) 494-0401	$175000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Vacant		Cable TV, Deck, Fenced-Fully, Gas Available, High Speed Internet	Pierce County	1576	6/6/2014 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2013	2		0		http://www.tourfactory.com/1073346	Pierce County	Garage	Gas	Public			2000	98374	False	Short Sale	2014-06-08	45		MLS
